vehicle_id,datetime,location_province,liters,kwh,price_per_l,price_per_kwh,cost_eur,km_since_last,odo_km
T00001,2017-05-03,Barcelona,57.89,,,,,236,280573
T00019,2017-05-03,A Coruña,102.4,,,,,354,167558
T00076,2017-05-03,Sevilla,199.03,,,,,579,279417
T00173,2017-05-03,Madrid,83.31,,,,,289,143685
B00307,2017-05-03,A Coruña,,153.47,,,,100,257575
T00172,2017-05-04,Madrid,492.55,,,,,1421,228030
B00357,2017-05-04,Madrid,262.9,,,,,566,120153
B00357,2017-05-04,Sevilla,281.87,,,,,606,124376
B00362,2017-05-04,Valencia,309.01,,,,,798,300044
T00116,2017-05-04,Madrid,455.97,,,,,1235,145744
B00382,2017-05-04,Valencia,42.88,,,,,112,223861
B00390,2017-05-05,A Coruña,186.42,,,,,556,292972
T00049,2017-05-05,Barcelona,228.01,,,,,701,325810
B00345,2017-05-06,Valencia,239.95,,,,,578,238017
B00308,2017-05-06,Barcelona,,195.26,,,,128,203032
T00047,2017-05-06,Madrid,444.38,,,,,1535,232209
T00227,2017-05-06,Madrid,304.31,,,,,1313,279427
T00072,2017-05-06,Valencia,179.49,,,,,485,202664
T00261,2017-05-06,Barcelona,303.36,,,,,1112,202522
B00356,2017-05-06,Valencia,106.87,,,,,275,288570
T00065,2017-05-07,Zaragoza,257.21,,,,,794,189379
T00202,2017-05-07,Sevilla,217.61,,,,,623,296190
T00101,2017-05-07,Sevilla,502.62,,,,,1150,168831
B00381,2017-05-08,Zaragoza,85.88,,,,,230,181753
B00336,2017-05-08,Madrid,263.4,,,,,623,128748
B00383,2017-05-08,Barcelona,370.06,,,,,883,249400
B00387,2017-05-08,Zaragoza,151.64,,,,,569,221095
T00138,2017-05-09,Valencia,456.25,,,,,1190,117835
T00246,2017-05-09,Sevilla,317.13,,,,,990,188124
T00217,2017-05-09,A Coruña,845.17,,,,,2684,288286
T00262,2017-05-10,Madrid,154.93,,,,,649,226772
T00040,2017-05-10,Madrid,485.87,,,,,1533,175555
T00144,2017-05-10,Sevilla,292.98,,,,,1241,205301
B00328,2017-05-11,Madrid,192.53,,,,,445,198485
B00403,2017-05-11,Zaragoza,54.44,,,,,150,238993
T00230,2017-05-11,Barcelona,712.99,,,,,2503,218615
T00040,2017-05-12,Barcelona,439.43,,,,,1386,160628
T00155,2017-05-12,A Coruña,452.83,,,,,2207,146841
T00039,2017-05-13,Sevilla,629.79,,,,,1680,123285
T00147,2017-05-13,Zaragoza,482.21,,,,,2049,246718
T00147,2017-05-13,Madrid,502.92,,,,,2137,238674
B00317,2017-05-13,Madrid,,129.26,,,,94,276906
T00297,2017-05-13,Valencia,103.9,,,,,374,287691
T00024,2017-05-13,Sevilla,723.99,,,,,2104,122569
T00139,2017-05-14,A Coruña,138.66,,,,,438,209416
T00057,2017-05-14,Madrid,331.84,,,,,1028,161267
T00160,2017-05-15,Valencia,408.52,,,,,1316,162213
T00212,2017-05-15,Valencia,603.41,,,,,1896,238877
T00188,2017-05-15,Zaragoza,129.84,,,,,418,311182
B00319,2017-05-15,Madrid,,255.12,,,,215,173678
T00178,2017-05-15,Sevilla,464.87,,,,,1315,239994
T00112,2017-05-15,Madrid,99.21,,,,,255,229357
T00290,2017-05-15,A Coruña,690.09,,,,,2332,187267
T00014,2017-05-15,Zaragoza,366.57,,,,,1336,107427
B00351,2017-05-16,Zaragoza,122.61,,,,,261,216283
T00034,2017-05-16,Zaragoza,317.33,,,,,893,302186
T00046,2017-05-17,Barcelona,482.17,,,,,2141,181431
B00402,2017-05-17,Valencia,223.12,,,,,502,283292
T00103,2017-05-17,A Coruña,393.16,,,,,1561,260636
B00322,2017-05-17,A Coruña,,113.89,,,,74,151401
B00388,2017-05-18,Zaragoza,362.0,,,,,668,276295
T00227,2017-05-18,Valencia,941.3,,,,,4064,250772
B00376,2017-05-18,Barcelona,53.66,,,,,136,111815
B00403,2017-05-19,Madrid,309.71,,,,,854,237700
B00338,2017-05-19,Madrid,114.81,,,,,245,136745
T00025,2017-05-19,Sevilla,72.55,,,,,290,235433
B00348,2017-05-19,Valencia,221.06,,,,,500,291233
B00343,2017-05-19,Madrid,320.89,,,,,764,107792
T00208,2017-05-19,Zaragoza,478.07,,,,,1370,138870
T00071,2017-05-19,Sevilla,218.61,,,,,590,127693
T00081,2017-05-19,Madrid,387.17,,,,,1371,243420
T00180,2017-05-19,Barcelona,355.83,,,,,1481,215315
T00293,2017-05-19,Madrid,824.8,,,,,2050,229704
B00351,2017-05-20,Zaragoza,284.59,,,,,607,215726
B00377,2017-05-21,A Coruña,275.56,,,,,701,265694
T00229,2017-05-21,A Coruña,74.85,,,,,289,243182
T00258,2017-05-22,Valencia,105.21,,,,,348,215372
B00306,2017-05-22,Barcelona,,210.02,,,,105,235741
T00037,2017-05-22,Barcelona,805.83,,,,,3248,154305
B00331,2017-05-22,Barcelona,211.17,,,,,419,225152
T00279,2017-05-22,Barcelona,352.88,,,,,954,128044
T00201,2017-05-22,Madrid,375.07,,,,,1235,204516
T00222,2017-05-23,A Coruña,786.47,,,,,2646,322846
B00404,2017-05-23,Barcelona,156.18,,,,,353,199467
B00303,2017-05-23,Zaragoza,,63.05,,,,45,119536
T00130,2017-05-23,Barcelona,111.95,,,,,473,178436
T00223,2017-05-23,Valencia,759.3,,,,,2020,204833
T00046,2017-05-23,A Coruña,577.39,,,,,2563,188913
T00161,2017-05-23,Zaragoza,138.65,,,,,515,305337
B00377,2017-05-23,A Coruña,313.19,,,,,797,262591
T00097,2017-05-24,Madrid,219.34,,,,,854,240449
T00266,2017-05-24,Madrid,110.79,,,,,442,222924
B00330,2017-05-24,Barcelona,350.89,,,,,811,292538
T00239,2017-05-25,Madrid,776.31,,,,,2504,310848
B00342,2017-05-25,Barcelona,228.25,,,,,510,198881
T00089,2017-05-25,Sevilla,236.2,,,,,758,208077
T00080,2017-05-25,A Coruña,334.01,,,,,1143,302770
T00242,2017-05-25,Valencia,784.12,,,,,2477,180565
T00169,2017-05-26,Madrid,367.98,,,,,974,112284
T00288,2017-05-27,Barcelona,784.37,,,,,2347,162781
T00181,2017-05-27,Barcelona,683.61,,,,,2579,253357
B00316,2017-05-28,A Coruña,,150.99,,,,89,229403
T00121,2017-05-29,Zaragoza,226.23,,,,,726,254421
B00316,2017-05-29,Zaragoza,,172.93,,,,102,226277
B00310,2017-05-29,Madrid,,290.53,,,,159,181616
T00197,2017-05-29,Zaragoza,331.95,,,,,912,103553
B00307,2017-05-29,Madrid,,104.29,,,,67,256591
T00123,2017-05-29,A Coruña,52.19,,,,,169,182883
B00393,2017-05-30,Sevilla,293.75,,,,,1131,307884
T00004,2017-05-30,A Coruña,606.39,,,,,1730,234543
T00115,2017-05-30,A Coruña,705.59,,,,,2799,310793
T00241,2017-05-30,Sevilla,370.15,,,,,1060,155000
T00272,2017-05-31,Barcelona,408.52,,,,,1528,160698
B00353,2017-05-31,Valencia,37.69,,,,,75,237034
T00263,2017-05-31,Sevilla,547.93,,,,,2039,136179
T00090,2017-05-31,Zaragoza,44.26,,,,,129,293678
B00334,2017-05-31,Zaragoza,167.85,,,,,351,217684
T00006,2017-05-31,Madrid,101.06,,,,,369,108356
T00232,2017-05-31,A Coruña,343.48,,,,,909,239548
B00325,2017-05-31,Zaragoza,99.06,,,,,224,169224
T00132,2017-06-01,Zaragoza,177.21,,,,,451,302697
B00398,2017-06-01,Barcelona,216.91,,,,,477,248429
T00038,2017-06-01,A Coruña,382.41,,,,,1291,225006
T00133,2017-06-01,A Coruña,113.12,,,,,376,295653
T00209,2017-06-02,Barcelona,385.65,,,,,1320,196878
B00372,2017-06-02,Madrid,201.59,,,,,484,144781
T00191,2017-06-02,Valencia,464.79,,,,,1742,180270
T00074,2017-06-03,Valencia,67.12,,,,,193,306806
T00049,2017-06-03,Zaragoza,878.29,,,,,2701,299832
T00078,2017-06-03,Valencia,350.32,,,,,1466,282656
B00367,2017-06-04,A Coruña,149.69,,,,,247,286210
T00007,2017-06-04,Madrid,84.95,,,,,501,231828
T00078,2017-06-05,Barcelona,330.05,,,,,1381,256446
T00256,2017-06-05,Barcelona,385.57,,,,,1327,183293
T00083,2017-06-05,Valencia,347.91,,,,,944,246896
T00176,2017-06-06,Sevilla,674.71,,,,,2505,308931
T00050,2017-06-07,A Coruña,754.06,,,,,2106,127175
T00150,2017-06-08,Madrid,243.63,,,,,665,192115
B00379,2017-06-08,Barcelona,235.21,,,,,576,250507
T00274,2017-06-08,A Coruña,616.89,,,,,1785,114115
T00277,2017-06-08,Barcelona,533.89,,,,,1920,235135
T00083,2017-06-08,Madrid,747.1,,,,,2029,245722
T00011,2017-06-09,Barcelona,84.99,,,,,316,205359
B00331,2017-06-09,Sevilla,267.59,,,,,531,223327
T00193,2017-06-09,Barcelona,561.12,,,,,2832,245244
T00033,2017-06-10,A Coruña,330.75,,,,,1472,208291
T00166,2017-06-10,A Coruña,484.5,,,,,1831,163305
T00142,2017-06-10,Madrid,262.0,,,,,684,201138
T00121,2017-06-10,Valencia,738.49,,,,,2369,271543
T00101,2017-06-11,Zaragoza,263.99,,,,,604,154716
T00281,2017-06-11,Barcelona,362.05,,,,,1201,232155
T00104,2017-06-11,Barcelona,51.67,,,,,148,181636
B00351,2017-06-12,Barcelona,262.82,,,,,561,209277
T00293,2017-06-12,Valencia,911.7,,,,,2266,250379
T00012,2017-06-12,Barcelona,114.28,,,,,346,189051
T00122,2017-06-12,Zaragoza,60.56,,,,,196,287241
B00340,2017-06-13,Zaragoza,286.25,,,,,468,204178
T00148,2017-06-13,Zaragoza,64.8,,,,,219,220593
T00005,2017-06-13,Valencia,117.97,,,,,435,216538
T00286,2017-06-13,Sevilla,834.78,,,,,3061,243596
T00187,2017-06-13,Valencia,48.02,,,,,172,139407
T00087,2017-06-14,Barcelona,744.95,,,,,2251,163012
B00416,2017-06-14,Barcelona,230.62,,,,,556,179419
T00212,2017-06-14,Madrid,217.33,,,,,683,263233
T00151,2017-06-14,Madrid,322.67,,,,,1065,259402
B00401,2017-06-14,Madrid,98.81,,,,,366,140817
T00298,2017-06-14,Zaragoza,415.29,,,,,1458,280612
T00220,2017-06-14,Zaragoza,286.04,,,,,911,261759
T00060,2017-06-14,Sevilla,193.57,,,,,522,114030
T00280,2017-06-15,Zaragoza,469.09,,,,,2000,204620
T00283,2017-06-15,A Coruña,349.49,,,,,1261,237848
T00178,2017-06-15,Valencia,208.09,,,,,588,240582
T00290,2017-06-15,Madrid,717.19,,,,,2424,192860
T00027,2017-06-15,Barcelona,251.5,,,,,1080,302099
T00012,2017-06-15,Sevilla,519.27,,,,,1574,197370
T00124,2017-06-16,Barcelona,226.59,,,,,880,249104
T00127,2017-06-16,Zaragoza,248.08,,,,,971,183882
B00383,2017-06-16,Barcelona,109.05,,,,,260,249946
T00069,2017-06-16,Sevilla,633.7,,,,,2426,165613
T00270,2017-06-17,Zaragoza,249.79,,,,,980,117516
T00102,2017-06-17,Sevilla,393.34,,,,,1290,184811
T00278,2017-06-17,Madrid,270.4,,,,,713,272636
B00303,2017-06-18,Barcelona,,167.57,,,,121,118543
B00302,2017-06-18,Zaragoza,,177.04,,,,124,190168
T00153,2017-06-18,Madrid,710.21,,,,,2449,341807
T00183,2017-06-18,Barcelona,566.99,,,,,1992,250007
T00283,2017-06-18,Zaragoza,196.63,,,,,709,267187
B00375,2017-06-19,Barcelona,330.93,,,,,891,223770
T00198,2017-06-20,A Coruña,540.68,,,,,1597,163049
T00110,2017-06-20,Valencia,130.23,,,,,474,259810
T00278,2017-06-21,Zaragoza,280.71,,,,,740,255540
B00316,2017-06-21,Valencia,,300.76,,,,177,227048
B00332,2017-06-21,Sevilla,73.37,,,,,201,105627
T00249,2017-06-21,Valencia,261.33,,,,,1067,174114
B00396,2017-06-21,Sevilla,349.43,,,,,879,215129
B00389,2017-06-22,Sevilla,115.24,,,,,383,253763
B00370,2017-06-22,Barcelona,48.79,,,,,260,220216
T00142,2017-06-23,Barcelona,491.57,,,,,1284,204958
T00059,2017-06-23,Valencia,135.08,,,,,534,314607
B00351,2017-06-23,Sevilla,131.5,,,,,280,214147
T00128,2017-06-23,A Coruña,67.72,,,,,239,268921
T00195,2017-06-23,Sevilla,355.38,,,,,1247,165161
B00320,2017-06-23,A Coruña,,276.35,,,,183,109189
T00228,2017-06-23,A Coruña,599.61,,,,,1834,189961
B00343,2017-06-24,Zaragoza,79.31,,,,,188,116609
T00232,2017-06-24,Barcelona,287.79,,,,,762,249514
T00247,2017-06-24,Barcelona,167.42,,,,,569,235521
T00016,2017-06-25,A Coruña,356.97,,,,,1027,303601
T00009,2017-06-26,Sevilla,452.3,,,,,1623,225040
T00117,2017-06-26,Barcelona,707.12,,,,,2243,134987
T00258,2017-06-27,Sevilla,363.29,,,,,1202,227560
T00256,2017-06-28,A Coruña,197.47,,,,,679,176682
T00084,2017-06-28,Valencia,443.98,,,,,1039,229330
T00043,2017-06-28,A Coruña,245.88,,,,,1073,179605
T00104,2017-06-29,Madrid,181.49,,,,,520,172407
T00110,2017-06-29,Barcelona,567.23,,,,,2067,274319
T00059,2017-06-29,Barcelona,264.14,,,,,1044,311736
T00044,2017-06-29,Barcelona,61.71,,,,,175,120465
T00231,2017-06-29,Sevilla,544.96,,,,,1782,153652
B00406,2017-06-29,Zaragoza,46.72,,,,,88,118350
T00040,2017-06-29,Valencia,471.53,,,,,1487,153097
T00041,2017-06-29,Madrid,512.48,,,,,1829,211056
B00314,2017-06-30,Zaragoza,,188.69,,,,110,170588
T00176,2017-06-30,Barcelona,615.02,,,,,2283,286216
B00313,2017-06-30,Zaragoza,,171.04,,,,106,192527
T00197,2017-06-30,A Coruña,350.72,,,,,964,116969
T00229,2017-06-30,Zaragoza,445.07,,,,,1721,274130
T00173,2017-06-30,Valencia,415.29,,,,,1441,143396
T00017,2017-06-30,Madrid,108.35,,,,,435,265895
B00347,2017-06-30,A Coruña,219.22,,,,,363,264792
T00118,2017-07-01,Madrid,740.26,,,,,2365,277387
B00395,2017-07-01,A Coruña,297.34,,,,,622,283860
T00278,2017-07-01,Valencia,338.78,,,,,893,254133
T00290,2017-07-02,Sevilla,673.94,,,,,2278,226612
B00418,2017-07-02,Barcelona,77.02,,,,,276,194048
T00119,2017-07-03,Valencia,502.42,,,,,1350,283340
T00071,2017-07-03,Barcelona,155.96,,,,,421,116796
T00051,2017-07-04,Zaragoza,373.61,,,,,1013,199158
B00419,2017-07-04,Zaragoza,247.26,,,,,933,235245
T00125,2017-07-04,Zaragoza,481.26,,,,,2285,127958
T00206,2017-07-04,A Coruña,540.84,,,,,1376,203445
T00225,2017-07-05,Barcelona,211.78,,,,,744,221203
T00044,2017-07-05,Zaragoza,452.31,,,,,1284,137899
T00020,2017-07-05,Barcelona,693.67,,,,,2171,169426
B00320,2017-07-05,Valencia,,214.14,,,,142,109006
B00386,2017-07-05,Barcelona,418.12,,,,,1286,210953
T00294,2017-07-06,Barcelona,456.76,,,,,1198,202553
T00128,2017-07-07,A Coruña,480.0,,,,,1694,254086
T00238,2017-07-07,A Coruña,457.33,,,,,1228,136582
B00381,2017-07-07,Sevilla,135.91,,,,,365,174225
B00326,2017-07-07,Valencia,219.57,,,,,439,259767
B00314,2017-07-07,Valencia,,212.79,,,,124,171460
T00188,2017-07-08,Madrid,206.63,,,,,666,301535
T00157,2017-07-08,Valencia,221.69,,,,,663,113453
T00150,2017-07-08,Sevilla,137.61,,,,,375,202451
T00262,2017-07-08,Zaragoza,540.08,,,,,2263,202372
B00372,2017-07-08,Barcelona,83.38,,,,,200,139230
T00183,2017-07-08,Madrid,152.88,,,,,537,232403
T00049,2017-07-09,Barcelona,194.59,,,,,598,325109
T00270,2017-07-09,Valencia,356.84,,,,,1400,116536
B00316,2017-07-09,Sevilla,,112.98,,,,66,229469
T00087,2017-07-09,Madrid,756.89,,,,,2287,151823
T00196,2017-07-09,Sevilla,421.98,,,,,1407,276989
B00390,2017-07-10,Sevilla,197.7,,,,,590,290579
B00337,2017-07-10,A Coruña,160.92,,,,,389,299563
B00331,2017-07-10,A Coruña,277.99,,,,,552,229460
T00175,2017-07-10,Barcelona,413.29,,,,,1443,272676
B00331,2017-07-10,Zaragoza,77.65,,,,,154,230633
T00003,2017-07-10,Barcelona,44.68,,,,,142,264337
T00168,2017-07-11,Madrid,521.34,,,,,2181,317283
T00080,2017-07-11,Valencia,173.23,,,,,593,301299
T00269,2017-07-11,A Coruña,196.05,,,,,755,277471
B00336,2017-07-12,Zaragoza,54.61,,,,,129,119773
T00083,2017-07-12,A Coruña,291.04,,,,,790,232633
T00041,2017-07-12,Valencia,71.91,,,,,256,173847
T00013,2017-07-12,Barcelona,548.36,,,,,1791,208267
B00318,2017-07-12,A Coruña,,108.42,,,,102,104984
T00185,2017-07-12,Barcelona,199.45,,,,,603,131081
T00220,2017-07-12,Sevilla,119.69,,,,,381,278024
T00093,2017-07-13,Madrid,489.42,,,,,1453,181567
T00053,2017-07-13,Sevilla,80.96,,,,,281,227282
T00166,2017-07-13,A Coruña,688.91,,,,,2604,187465
T00162,2017-07-13,Barcelona,700.58,,,,,2482,213114
T00064,2017-07-13,A Coruña,498.57,,,,,1790,129462
B00411,2017-07-13,Madrid,180.17,,,,,647,105332
T00023,2017-07-13,Sevilla,870.31,,,,,2799,236865
T00149,2017-07-13,Valencia,357.01,,,,,946,288898
T00220,2017-07-14,Sevilla,209.25,,,,,666,257695
T00071,2017-07-14,Barcelona,201.49,,,,,544,121270
T00251,2017-07-14,Zaragoza,490.97,,,,,1218,141891
T00219,2017-07-14,Valencia,278.9,,,,,888,230524
T00143,2017-07-14,Barcelona,387.69,,,,,1471,145422
T00070,2017-07-14,A Coruña,670.56,,,,,1979,218727
T00259,2017-07-14,A Coruña,110.04,,,,,321,284804
T00243,2017-07-14,Sevilla,109.16,,,,,364,287990
T00258,2017-07-15,Sevilla,730.72,,,,,2418,203159
T00109,2017-07-16,Valencia,480.44,,,,,1893,177908
B00368,2017-07-16,Barcelona,159.55,,,,,512,186271
B00314,2017-07-16,Madrid,,238.78,,,,139,171336
T00036,2017-07-16,Zaragoza,206.95,,,,,811,168367
B00417,2017-07-17,Sevilla,168.25,,,,,375,105759
T00298,2017-07-17,Madrid,470.1,,,,,1651,276346
T00271,2017-07-17,Valencia,234.22,,,,,948,317263
T00240,2017-07-18,Zaragoza,728.46,,,,,3803,227890
T00151,2017-07-18,A Coruña,304.56,,,,,1005,274580
T00100,2017-07-18,A Coruña,399.07,,,,,1385,188732
T00095,2017-07-18,Sevilla,224.82,,,,,664,157933
T00154,2017-07-19,Barcelona,474.71,,,,,1566,182898
T00079,2017-07-19,Zaragoza,629.87,,,,,1902,264231
B00391,2017-07-19,Zaragoza,214.61,,,,,466,222881
B00418,2017-07-20,Sevilla,121.43,,,,,436,184270
T00055,2017-07-20,Barcelona,222.97,,,,,1333,179619
T00023,2017-07-21,Barcelona,264.54,,,,,850,273923
T00084,2017-07-21,Madrid,350.8,,,,,821,239431
T00064,2017-07-21,Valencia,79.12,,,,,284,124657
T00022,2017-07-22,Barcelona,378.77,,,,,1053,118437
T00260,2017-07-22,A Coruña,650.03,,,,,2416,264890
B00333,2017-07-22,Madrid,173.23,,,,,363,152977
T00170,2017-07-23,Madrid,686.59,,,,,2469,285790
B00338,2017-07-23,Zaragoza,200.96,,,,,430,135809
T00073,2017-07-23,A Coruña,66.1,,,,,240,149166
T00004,2017-07-23,A Coruña,153.59,,,,,438,243246
T00128,2017-07-24,Madrid,84.58,,,,,298,265047
T00279,2017-07-24,Valencia,395.84,,,,,1070,138840
T00231,2017-07-24,Valencia,505.1,,,,,1652,163687
T00182,2017-07-25,Madrid,425.09,,,,,1418,255914
T00208,2017-07-25,Madrid,299.49,,,,,858,130001
T00134,2017-07-25,Madrid,425.16,,,,,1319,115092
T00285,2017-07-25,Madrid,147.0,,,,,568,214994
T00270,2017-07-25,Sevilla,344.94,,,,,1353,128636
B00316,2017-07-25,Zaragoza,,150.82,,,,89,229314
T00030,2017-07-26,A Coruña,111.6,,,,,324,121454
T00252,2017-07-26,Valencia,380.23,,,,,1338,169883
B00309,2017-07-26,A Coruña,,104.83,,,,65,281447
B00353,2017-07-26,Barcelona,249.59,,,,,497,237899
T00026,2017-07-26,Valencia,340.05,,,,,1540,181704
T00039,2017-07-27,Sevilla,725.25,,,,,1935,134104
B00310,2017-07-27,Zaragoza,,245.95,,,,135,181906
T00162,2017-07-27,Madrid,358.78,,,,,1271,250760
B00416,2017-07-28,A Coruña,123.09,,,,,297,187887
B00329,2017-07-28,Sevilla,174.82,,,,,335,245073
T00031,2017-07-28,Zaragoza,599.31,,,,,2069,177602
T00298,2017-07-28,Madrid,133.5,,,,,468,297227
B00420,2017-07-29,Zaragoza,120.55,,,,,251,292004
B00411,2017-07-29,Valencia,216.58,,,,,778,108842
T00121,2017-07-29,Barcelona,526.93,,,,,1691,256112
T00161,2017-07-29,Sevilla,718.43,,,,,2671,290594
T00279,2017-07-30,Barcelona,350.95,,,,,949,129962
T00219,2017-08-01,Zaragoza,853.74,,,,,2720,199139
T00049,2017-08-01,Valencia,695.1,,,,,2138,303464
B00406,2017-08-01,Madrid,137.29,,,,,261,117968
B00401,2017-08-02,Zaragoza,122.86,,,,,455,136998
T00035,2017-08-02,Barcelona,346.28,,,,,964,278971
B00351,2017-08-02,Valencia,118.66,,,,,253,214527
T00233,2017-08-02,A Coruña,236.11,,,,,672,213782
T00084,2017-08-02,Valencia,361.23,,,,,845,246634
B00369,2017-08-03,A Coruña,334.91,,,,,655,147440
T00021,2017-08-03,Madrid,395.67,,,,,901,248396
B00331,2017-08-03,Madrid,187.52,,,,,372,224078
B00410,2017-08-03,Zaragoza,75.15,,,,,180,212679
B00384,2017-08-03,Madrid,52.8,,,,,125,150863
T00012,2017-08-04,Valencia,462.39,,,,,1401,174081
T00056,2017-08-04,Madrid,396.72,,,,,1250,122869
B00333,2017-08-04,Zaragoza,169.12,,,,,354,160003
T00059,2017-08-04,Zaragoza,564.23,,,,,2231,301683
B00309,2017-08-04,A Coruña,,64.44,,,,40,279032
T00075,2017-08-05,Sevilla,196.41,,,,,509,121709
T00025,2017-08-05,Zaragoza,95.51,,,,,382,254442
T00138,2017-08-05,Zaragoza,216.28,,,,,564,113999
T00217,2017-08-05,Barcelona,850.2,,,,,2700,256320
T00135,2017-08-05,Barcelona,221.62,,,,,797,168131
T00268,2017-08-06,Madrid,282.12,,,,,928,177195
T00218,2017-08-06,Sevilla,474.43,,,,,1935,195515
T00159,2017-08-06,Barcelona,910.25,,,,,3301,141250
T00277,2017-08-07,Sevilla,404.6,,,,,1455,248313
B00379,2017-08-07,Zaragoza,99.52,,,,,243,258563
T00140,2017-08-07,Valencia,491.23,,,,,2238,279021
T00131,2017-08-07,Valencia,371.17,,,,,884,182986
B00340,2017-08-08,Zaragoza,289.41,,,,,473,198302
T00259,2017-08-08,Sevilla,175.65,,,,,512,280134
T00087,2017-08-09,Valencia,327.83,,,,,990,155699
T00144,2017-08-09,Barcelona,315.88,,,,,1338,204060
T00230,2017-08-09,Madrid,702.23,,,,,2465,186354
T00256,2017-08-09,Zaragoza,127.44,,,,,438,179031
B00358,2017-08-09,Zaragoza,47.12,,,,,121,133038
B00324,2017-08-09,Sevilla,,169.6,,,,105,156201
T00114,2017-08-09,Valencia,646.59,,,,,2136,198859
T00125,2017-08-10,Barcelona,102.5,,,,,486,119799
B00323,2017-08-10,Valencia,,210.21,,,,137,242885
T00006,2017-08-10,Sevilla,439.21,,,,,1604,112043
T00142,2017-08-10,Zaragoza,473.59,,,,,1237,212896
T00230,2017-08-10,Valencia,505.47,,,,,1774,188128
B00338,2017-08-10,Madrid,134.68,,,,,288,148996
T00033,2017-08-10,Madrid,817.96,,,,,3641,198057
B00386,2017-08-10,Zaragoza,423.68,,,,,1303,217379
B00412,2017-08-10,Madrid,214.51,,,,,638,222240
B00416,2017-08-11,A Coruña,90.29,,,,,217,177607
T00283,2017-08-11,Zaragoza,360.02,,,,,1299,240737
T00234,2017-08-11,Barcelona,495.7,,,,,1607,268186
T00147,2017-08-12,Valencia,534.28,,,,,2270,276471
T00197,2017-08-12,Zaragoza,76.74,,,,,211,118960
T00075,2017-08-14,Barcelona,234.3,,,,,608,120518
T00228,2017-08-14,Zaragoza,724.4,,,,,2216,192177
T00155,2017-08-14,Barcelona,650.26,,,,,3170,159672
T00280,2017-08-14,Barcelona,442.67,,,,,1887,243502
T00069,2017-08-14,Valencia,108.07,,,,,413,149384
T00245,2017-08-15,Sevilla,372.52,,,,,1242,175880
B00416,2017-08-15,Valencia,27.65,,,,,66,190454
T00261,2017-08-15,Madrid,440.17,,,,,1614,191322
T00012,2017-08-15,Sevilla,114.58,,,,,347,187110
B00376,2017-08-15,Madrid,152.05,,,,,385,116362
B00363,2017-08-15,Valencia,271.84,,,,,786,140547
T00180,2017-08-15,Valencia,88.16,,,,,367,221906
B00339,2017-08-15,A Coruña,182.83,,,,,441,128684
T00156,2017-08-16,Madrid,569.21,,,,,1563,157980
T00010,2017-08-16,Sevilla,365.78,,,,,1391,192629
T00229,2017-08-16,Barcelona,257.82,,,,,996,281223
B00411,2017-08-16,Barcelona,202.34,,,,,727,106059
T00058,2017-08-16,Sevilla,331.21,,,,,1135,229220
T00011,2017-08-16,Valencia,65.5,,,,,243,205872
B00361,2017-08-17,A Coruña,189.7,,,,,564,288843
T00187,2017-08-17,A Coruña,379.84,,,,,1364,143339
T00285,2017-08-17,Zaragoza,348.93,,,,,1349,237027
B00336,2017-08-17,Madrid,200.88,,,,,475,134038
T00148,2017-08-18,Madrid,284.75,,,,,966,199080
B00386,2017-08-18,Madrid,181.51,,,,,558,228847
B00416,2017-08-18,Valencia,29.14,,,,,70,191235
T00270,2017-08-19,Valencia,443.74,,,,,1741,130377
T00094,2017-08-19,Barcelona,98.97,,,,,392,135830
T00142,2017-08-19,Barcelona,104.29,,,,,272,194441
T00096,2017-08-20,Madrid,529.49,,,,,1457,258759
T00055,2017-08-20,Valencia,595.83,,,,,3563,208553
T00127,2017-08-20,Zaragoza,58.15,,,,,227,184109
T00066,2017-08-21,Barcelona,99.92,,,,,348,311468
T00137,2017-08-22,Zaragoza,273.27,,,,,1045,183535
T00277,2017-08-22,Madrid,520.62,,,,,1872,230575
T00138,2017-08-22,A Coruña,362.14,,,,,945,113435
T00050,2017-08-23,A Coruña,278.75,,,,,778,146411
B00356,2017-08-23,Madrid,150.26,,,,,387,290009
B00306,2017-08-23,Madrid,,213.84,,,,107,237820
T00011,2017-08-24,A Coruña,398.74,,,,,1485,217116
T00245,2017-08-24,A Coruña,543.82,,,,,1814,189559
T00273,2017-08-24,Valencia,349.97,,,,,1125,125240
T00242,2017-08-25,Sevilla,878.89,,,,,2776,163781
T00251,2017-08-25,Madrid,330.99,,,,,821,108359
B00377,2017-08-25,Zaragoza,104.99,,,,,267,273507
T00104,2017-08-25,Sevilla,192.59,,,,,551,181488
T00261,2017-08-26,Zaragoza,418.89,,,,,1536,194399
B00310,2017-08-26,A Coruña,,130.3,,,,71,181321
B00410,2017-08-26,Barcelona,226.97,,,,,545,208891
T00216,2017-08-26,Sevilla,670.65,,,,,2345,214741
B00321,2017-08-26,Zaragoza,,231.47,,,,137,132575
T00195,2017-08-27,Valencia,142.38,,,,,499,172889
T00048,2017-08-27,Barcelona,315.99,,,,,1133,247478
T00052,2017-08-27,A Coruña,896.87,,,,,2904,250383
B00389,2017-08-27,A Coruña,311.13,,,,,1034,266058
T00031,2017-08-28,Zaragoza,484.65,,,,,1673,158915
T00291,2017-08-28,A Coruña,492.33,,,,,1866,180345
